Sleep_Minute,Heart_Rate_BPM
197,35.0
198,39.75915268428007
199,40.04097456762548
200,37.36613119478567
201,38.44656153458446
202,37.95756956984659
203,38.98590315822592
204,39.09495725335659
205,80.84474056014255
206,83.74091071872397
207,86.00382949804549
208,84.58084994710663
209,81.23613102968288
210,74.13033101958452
211,79.92511217902089
212,53.8930382183794
213,57.25726601635093
214,60.475495954971024
215,52.557216690554476
216,53.10529472485901
217,54.69806548935416
218,49.68703370815518
219,52.73795799742807
220,60.38897906339483
221,58.994458186742925
222,54.72353239683645
223,58.00163119879713
224,56.88794395428084
225,54.2961516783422
226,53.24395347889763
227,55.7452696090171
228,56.70564149967853
229,56.70914675569391
230,55.7767546331966
231,59.834050015146175
232,53.90157330000394
233,61.22540577398385
234,55.41695210772949
235,53.893000952176195
236,56.19756202616582
237,56.64557604655112
238,55.63513128437571
239,54.486586015661544
240,57.561824020069224
241,55.880582079823604
242,53.86787554601926
243,57.627803878890454
244,57.31384284234123
245,54.09339398722066
246,56.16140613515529
247,56.983040912213106
248,56.24169614024128
249,55.62441028921457
250,53.50640667532702
251,56.9979950801899
252,54.70885008448727
253,62.04786979790195
254,56.123744603422395
255,55.531810288306865
256,59.80058185262678
257,62.246882285702256
258,58.29653330951414
259,57.348307009272055
260,55.024440766646116
261,58.796508926659186
262,58.87700154008971
263,54.80372474894585
264,54.821542462833925
265,59.707414531180305
266,58.006573835119326
267,57.48680024443926
268,59.59847439026116
269,60.42207896114719
270,58.22781331214998
271,54.77165746811521
272,55.63985835371206
273,60.51089892881141
274,55.870823882307974
275,56.401011232870545
276,58.677842512690354
277,58.23053099603719
278,54.21843833984459
279,50.80323492769947
280,50.41056174675738
281,61.4590785884714
282,57.140309590943865
283,55.74839273894565
284,61.127672728925766
285,57.720922270009716
286,54.34784834533354
287,56.731314285306276
288,54.63110480231728
289,53.605581245158454
290,59.38201631028063
291,58.170296588991306
292,57.22216061298267
293,58.645665018744744
294,59.4538554503133
295,56.85747341640271
296,57.53285410580186
297,51.085114967268844
298,55.75440151259257
299,53.82099002714305
300,59.36442773088993
301,58.758291068500164
302,53.92913820290714
303,54.618796521960945
304,53.21195359622625
305,53.40530049781722
306,55.63109882865765
307,60.026541786390254
308,54.22860040476322
309,55.304186309870445
310,60.6409235160211
311,54.1186244523704
312,52.73931150636972
313,55.350588501983935
314,52.52356114573518
315,56.4973880390846
316,61.651691352088484
317,60.022582035362916
318,60.936167903683625
319,53.3941662050272
320,52.32880113540493
321,54.29796109377742
322,54.52906171152957
323,56.17276586236298
324,60.74272506026719
325,57.24040187518357
326,57.4012000409069
327,59.05280521716688
328,57.97841824716867
329,58.03436603434379
330,61.35648095330736
331,55.30214721835703
332,54.83338759894459
333,58.478843707372484
334,58.27365070713258
335,54.971367074029814
336,59.221502543905636
337,57.86168394300394
338,57.30613844433704
339,57.29944510017355
340,60.87438273414206
341,62.03293832882436
342,61.868366950736984
343,59.39612335682137
344,62.94797361992546
345,56.25671519236143
346,58.74110576463401
347,62.194768759038446
348,61.08010170885204
349,62.45700749686578
350,55.27334775308608
351,59.252657439957275
352,55.6346483281002
353,60.97206459933703
354,64.05217761408164
355,59.91819452274437
356,59.05279052767908
357,60.71908149027941
358,58.1183831527349
359,62.62639380880827
360,57.16877503582036
361,57.27511432092295
362,61.68582256091803
363,65.03703929773582
364,59.66676675334057
365,57.53484769420896
366,56.999949480830075
367,59.670817490947286
368,64.44840940903468
369,60.607028218954355
370,58.76449604320049
371,63.89557369102612
372,59.41032787305063
373,59.69323120784279
374,60.63084632798481
375,61.25568339494669
376,62.46977860494673
377,61.43190336689428
378,57.32643036094128
379,58.48083014708764
380,61.61766239649835
381,59.5489911622574
382,63.99154245510101
383,60.05108845592013
384,64.11880510855424
385,64.35587502267222
386,60.476841788751294
387,58.52135487074266
388,57.95844046250799
389,61.5195859776324
390,63.11713517979265
391,59.15034039809144
392,62.80877156304896
393,59.828321210705695
394,61.8126864178149
395,62.672968083870224
396,59.18521178349958
397,63.222936878833885
398,63.181969675061
399,63.375862696490394
400,64.28649630151564
401,60.74729572752836
402,61.139297301178935
403,66.86706248586351
404,63.916534402264894
405,59.56933348009608
406,66.06096200639035
407,61.263977269447864
408,63.02181946525091
409,65.22291372091061
410,61.05437230438071
411,65.81555170448105
412,67.2091982827871
413,60.15174751497461
414,63.482847897662836
415,60.89390810927354
416,68.76978216534192
417,67.69869481941734
418,63.09176102256172
419,60.06580504361126
420,64.0761587522756
421,62.459789654609914
422,62.56074137865719
423,64.4611232712246
424,65.36752058283777
425,66.61659651329617
426,69.46118548429459
427,62.06967418962643
428,63.101219468072316
429,68.17697779061389
430,64.0456140794949
431,64.21073177438566
432,65.44637945611794
433,60.76817455255448
434,63.73443065800319
435,67.64782615325196
436,63.05720032259131
437,68.15272119075254
438,63.16048262780123
439,64.6242053249733
440,63.29464680676318
441,61.79195997229114
442,66.09159477533082
443,63.76546508485874
444,65.77675371771801
445,69.94176885637101
446,64.16264786004034
447,63.868999404283116
448,67.06208808644774
449,64.6727381592005
450,66.85921935662016
451,63.56273589866791
452,63.556690921211796
453,66.97447112824311
454,69.09937714159344
455,71.61761870116315
456,67.58824324064119
457,65.15166951614732
458,69.81117793201933
459,64.90948720031982
460,64.70167429843544
461,69.04042023109521
462,69.98770266913526
463,62.45691964607874
464,67.48535709870546
465,65.37061701559396
466,68.58346193980961
467,64.69701213395928
468,71.08880110842173
469,69.32777830023724
470,69.16857988819608
471,69.37891744025417
472,63.77323753189009
473,65.25102573544078
474,66.17994325681538
475,68.69965821509798
476,67.71663481446386
477,64.00831456609477
478,64.86853748319048
479,71.93888894880179
